	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
HEP3B217_LIVER	0.201482788	1.634837031		2.789827347		1.497975349				3.3368034360000003		0.960415125		5.654317379				0.065728128		6.209504128	1.341786504	2.265487671		2.603615999
HEPG2_LIVER	0.026127659	8.899463028	0.604638755	0.00298507	8.269482414	0.191375822						0.00375666	0.8185604809999999	2.482724905	3.472042322	9.10297665	0.025884299	0.039101176	8.310481229		0.183317095	4.383543968	0.17492133399999998	
HEYA8_OVARY	0.080627881	8.767516152999999	7.59897089	8.387392594	8.726591628	0.159800962			2.0177586080000003	2.030411243	8.332887199	0.139929116	0.946791947	7.476478577000001			0.012455361000000002	0.057224705999999986	0.191691667	3.530838966	2.578943014	2.065345526	0.057533279000000014	
HGC27_STOMACH	0.193859294	8.822166677	5.936971664		8.572992371	0.103318989	8.450955564		3.381972075	8.920719027			0.53913492	2.9750878810000003	3.231816292	4.040738106	0.00513293	0.023013532000000003	3.251375437	8.392684167999999	1.097139239	8.001626272000001	0.146994576	3.708866596000001
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.230489343						8.41039136						0.5599932670000001				0.010357419	0.014761875					0.049051758	
HLE_LIVER	0.530987263				9.287954337999999	0.406325698						8.665749495					0.110680811	0.135226205	0.557930768		5.943342686	1.470849156	0.772153735	2.232011557
HLF_LIVER	0.212694153	8.147836174	0.4686885770000001		8.315647428	0.251797259			8.114125709			0.057037335		8.039900682	7.182582377999999		0.095295236	0.106608033	8.784081368999999	8.385945421	4.830480576	8.252643764	0.393866122	3.74600625
HMC18_BREAST	0.09855096	8.089087838		0.12740342300000002		0.363111973			3.51103878	2.920504093		0.022083836000000003	0.644022286	4.688372135			0.002542614	0.181523874	5.06136179	3.643955708	2.863578796	3.586217403	0.642799377	
HMCB_SKIN	0.031231295	8.466348922	8.819000407999999	8.880482931	2.144095898	0.187500775			2.660292149	8.688573092999999		8.979474182	8.098842052	7.446203709	8.51023704	3.051427126	0.010383604	0.037890829	0.123674728	7.922014236	1.190208197	0.502947986	0.18413873	6.139193535
HOS_BONE	0.106993526	5.65893507				0.264917344		9.190119201				0.047092516					0.006051696999999999	0.061966315	0.353001893		8.783818064		0.500132799	8.245066657
HPAC_PANCREAS	0.08754638599999999	8.955852098	2.107948542			0.475268394		0.641444683	3.950451612	8.030153259		0.020677781	0.689942598	3.982466698			0.002542614	0.04555222	0.6846107240000001		2.215720654	2.152231216	0.073030099	
HPAFII_PANCREAS	0.108629867		0.7065967320000001		1.347590685		0.660102248		1.367424011			1.08481288					0.006775625	0.55024159				8.821910017999999	0.741696894	
HS229T_LUNG	0.104346335			4.246706486								3.175875664	8.692644272999999			3.01215148	0.002542614	0.004262242	1.836341739		3.535540581	8.433855819	8.504931075	4.284275532
HS294T_SKIN	0.172179401	3.008372068	4.612277985	0.34241923700000004	3.169720173	0.315041482		0.052180976	8.063289627	2.756451607	3.660265684	0.051911186		2.314946651		2.328400135	0.002542614	0.06668894	0.265676677		8.102874436	2.54762435	0.580698371	2.44176054
HS578T_BREAST	0.059520297	8.447404922999999	6.606109619							2.636601925		8.979272875	8.344950145	3.193168879		2.436517715	0.012234147	0.069573343	0.8364623790000001		2.712449074	2.584978104	0.257432729	2.724271297
HS683_CENTRAL_NERVOUS_SYSTEM	0.153227687	8.129931494	1.921799421			0.35649129700000004			7.284635543999999			8.34854788	1.639889836	9.19212729			0.004462283	0.142536864	0.493153572		4.6233687	3.152775049	1.053019762	
HS695T_SKIN	0.08142353599999999	8.747292265		0.518636703		0.231189147				8.327775958		0.049212229		8.035823047000001		2.851969004	0.024153892000000003	0.030355072	0.910880446		8.662956152000001	2.023389339	0.5732150079999999	
HS729_SOFT_TISSUE	0.030450042000000007	9.126202091	7.572293758		8.404402608		3.756068468	8.863941756000001				8.952503876		3.080497026		7.39130497	0.013568742	0.002542614	0.3696298		7.270057201	8.17776336	0.270465702	7.084791182999999
HS739T_BREAST	0.346120328	9.354552473				0.970893502				0.960276067			0.144997075	2.871164083				0.161708698	0.105217367		2.255266428	7.036478519	8.310254621	2.719091654
HS746T_STOMACH	0.089458182	8.86434587	8.849842146	8.859736668	9.307457918999999		8.189349273		8.455546682	9.006840752999999		8.087196551	0.23062849	0.002542614	0.090939686		0.021506285	0.038495459			2.349987745	9.536109996	1.823946834	3.583155632
HS766T_PANCREAS	0.171976149	8.217544941	0.097341508	0.002542614	2.112795353	4.807946682				2.93998909		0.002542614	1.519561172	8.156571552				0.070812233	0.333847404		8.398859117	1.990443826	8.870959512	8.494322426
HS840T_UPPER_AERODIGESTIVE_TRACT	0.03444124	8.875216242999999		8.027211207	8.47388778	0.193357348				8.004293803		8.877280377	2.008582354	8.498551666000001			0.002542614	0.03758049	0.086676225		2.8179190160000003	1.925553322	8.457366931000001	3.924586296
HS852T_SKIN	0.046268828	0.6304394010000001	0.520623386	0.094172932	8.739866186	8.685907753				8.214773011	3.2258560660000004	1.670592308	0.630788803	3.197003365			0.016041098	0.055898678	0.121020563	7.145461082000001	0.630113304	8.124071243	8.558369887000001	5.45002985
HS895T_SKIN	0.383565903				8.191189462999999				9.180201305	8.378615547999999			0.240724355	3.25308156		8.065903117000001		0.051357415	0.08553395400000001		1.3887491230000002		2.458898783	6.585591793
HS936T_SKIN	0.056238528	8.495500102000001		0.182331875		0.583280504						0.031704303	0.922351778	7.194019794		3.985270739		0.019348286	8.229054428		3.055045605	8.386525863	1.413351059	8.123985427000001
HS939T_SKIN	0.028618159			0.129027545			0.09920375	1.480985999		8.340245751		0.015624173	8.321300724			0.847466707	0.0070749559999999986	0.045977067	1.999520659			7.073915482	3.612051249	8.380037582
HS944T_SKIN	0.106417872	8.689236463	0.940276742	0.5282592770000001	8.070107721	0.085375831	8.367419258	0.08344133200000001	8.393867884	7.793718338		0.014795478		3.289626837		2.805363655	0.004274909	0.047330931	0.14436242	8.311541905	3.092316389	8.311024016000001	0.114304759	
HSC2_UPPER_AERODIGESTIVE_TRACT	0.542286038		2.652791262		1.017567992	0.131046042			2.446460962		8.446540881	1.6205369230000002					0.00259418	0.293913543	8.835677147	5.232250214		8.770953116	0.100592457	2.90025115
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.179806605													2.655036926			0.004039119	0.007997419		8.071539734			0.22960256	
HT1080_SOFT_TISSUE	0.103699848	8.633543787		0.21067825				3.2193317410000004	8.60871664		3.490234137	0.020372592		3.1623425480000003		1.891530514	0.012425525	0.045716301	0.639746308		2.67997098	2.160458565	0.183220416	3.363157272
HT1197_URINARY_TRACT	0.245931655	8.531428301	2.4184415340000003	0.33552950600000003	0.079169571	8.913338984			8.528633061			0.002542614		6.850502491				0.058580812	0.184001148	8.013929979	9.197566447	0.6405369639999999	8.349229519	1.974016428
HT1376_URINARY_TRACT	0.002542614	1.417314887	0.183670878		1.896998405	8.001174556			1.299102783					1.376694679				0.088429026	0.002542614		2.193236589	0.589684904		0.447936356
HT144_SKIN	0.076719917	3.215185642		0.109943047	9.204066346	0.949263453			2.528650999	3.392899752	2.431288719	0.002542614		4.756692886000001	7.703046322	0.829790115	0.019046592	0.079874143	0.33121025600000004	6.365860939	8.172978368999999		1.149376154	
HT29_LARGE_INTESTINE	0.017338548	1.592987418	8.311348783	0.075015076		0.27524355100000003	3.901473761		8.719822234	8.812398692		0.002542614	0.556987107	7.983571529		0.455894113	0.008454251999999999	0.048708074	0.631251872	3.729815245	0.742986739	8.193925793	0.782295167	4.299045563
HUCCT1_BILIARY_TRACT	0.079780571	8.685516997999999		0.109219298	8.800328501000001	1.986645699		9.143110692999999	8.63322561	8.643622381		0.016804576		8.201625337000001		8.116095853	0.007226141	0.08800873199999999	8.696812082000001	3.524470806	3.395175934	8.77955148	0.782246172	3.071935654
HUH1_LIVER	0.033712391	1.3769950869999998	0.5065653920000001		8.384017464	0.34710031700000005				8.251573700000002		1.045213103	1.3761919740000002				0.052121904	0.111760013	0.140613467	8.037207042	1.13311553	1.340920687	0.826763272	7.602715492000001
HUPT3_PANCREAS	0.229888469	8.952483802	6.613750935	0.2241676		8.060005953		8.242538319	0.161639333	0.176628724		0.077656463	1.910941005	8.176331446			0.014928265	0.074324034	0.679014146			8.498038693	1.930503488	1.741195679
HUPT4_PANCREAS	0.006938977		1.063181877		8.707663046				8.327871311	8.330956837999999		0.002542614		8.439691596			0.010355745	0.022720663	0.188357458		0.472409159		0.113058694	0.628464997
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.241394043		8.973648291	0.07442826799999999								0.01134356					0.011621781	0.005524175	4.47668457				0.167574629	
IALM_LUNG	0.936279118					1.037106991												0.117108881	8.448905381	4.68627739			0.67360121	
IGR37_SKIN	0.020577401			0.165571898		0.27990514		5.028572083		9.056224834		0.020583348		3.10767889		0.401444614	0.009395475	0.044760253	0.443375409		2.281206369	8.377175598	0.681570232	
IGR39_SKIN	0.014463118	6.3755092620000005	0.592328668	2.692181587		0.340647101										2.593881369	0.049009342	0.034897905	0.592297018			8.643879452	0.479778647	
IGROV1_OVARY	0.409140021		0.5422711370000001	8.158737239	0.499017566	0.799905777			0.575531602	8.934597249							0.002542614	0.093929715		7.846647739	2.373689413	8.795819092999999	0.28401184100000004	
IM95_STOMACH	0.031020297											0.002542614					0.020860855	0.046863057						0.865162909
IMR32_AUTONOMIC_GANGLIA	1.376783013	3.01675272	0.826575875								4.08159399		0.6904056670000001	2.617765665	8.140401546	8.064737108		0.029385231	1.599569559		1.051936746	4.4917950630000005	0.030487701	2.98696208
IPC298_SKIN	0.069171287	8.599734003		0.059587378	8.472662667	0.300517142	8.275113561		4.237603664	3.673153162		0.002542614		8.361158585		8.615665324	0.044096105	0.045362264000000006	0.07104972	7.904875278	8.039010309	1.061816454	0.404156685	
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	0.092912421	2.348448277							0.6199053529999999			0.068229415					0.00818708	0.024552463					1.542687893	2.11561799
ISTMES1_PLEURA	0.446469784		0.7940282820000001			0.544081092			0.002542614		0.002542614		0.175079182	8.038511015	2.358334064		0.029328568	0.056257222	0.46282503	9.281866005	3.822900057		0.13740801800000002	5.16253376
ISTMES2_PLEURA	0.07066308	0.373697668	3.534788847		8.323075691	0.065687485	0.388402373		8.12534362			9.041850591000001	0.234981507	3.065595865		3.47233057	0.009679077	0.043309648	0.103225768	3.710124254	2.160493612	2.17574501	0.031527817	3.155753613
J82_URINARY_TRACT	0.085465223	2.617492437						8.887037787				2.473379135		3.820840597			0.012702885	0.109020449	3.33649826		2.536017656	2.222498178	0.517374635	3.340497255
JHH2_LIVER	0.920341969	8.953401009	0.50803256		0.266114146	8.501724346			8.331021787000001	3.801424026		8.857480159		3.2627329830000003			0.098005205	0.079711422	0.210004613		2.221434116	8.608620072999999		2.248444796
JHH4_LIVER	0.652017474	8.597960697000001	1.492508292	3.032397509	8.008284116	0.267112136		2.498391151	0.48136571	2.580118895		2.175676107				2.80483532	0.09941759	0.070193954	1.735906601		2.637005329	8.828717241	0.115564704	4.831984997
JHH5_LIVER	0.01970833	5.97197485	2.485337019		0.932588458				0.494771987			0.380337358		8.01671356	2.611451626		0.004413758	0.043838613	2.655949116	4.83654356	2.499131441	8.13728984	0.120246038	1.122163892
JHH6_LIVER	0.258767128					2.716456175											0.020525226	0.238836899	1.602066159			1.809750915		
JHH7_LIVER	0.07192935	1.592585444		1.5080150369999998	2.629088402				9.090460058		2.425389767	0.105197445		3.595125437			0.005261273	0.051777694000000006		3.229723454	1.6409358980000002	2.613090515	8.790332148	7.385255337
JHOS2_OVARY	0.089294441	8.937328059					8.382694202	0.752495646				0.178464696				3.434293985	0.024934974	0.162160337			4.068669796	3.503976583	0.07521513099999999	
JHOS4_OVARY	1.3901113269999998	8.511230561	0.091256395		0.184322223			0.08756697199999999	8.645317041	8.425420229				2.305319786			0.009488862	0.002542614	2.539358139		2.750857353		8.317020152000001	1.325049281
JHUEM2_ENDOMETRIUM	0.05650790400000001	0.59694469	8.668703671		0.134762362						8.029330806	2.198953152		5.0119538310000005			0.006095077	0.005630606999999999			4.486836433	8.767964868	0.082447566	2.864762545
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.151369452									9.127332962							0.01782012	0.028462736					0.184458584	
JMSU1_URINARY_TRACT	0.046007138	2.346405745	8.946530699999999	8.564432123	2.0785059930000003	0.147658795	4.181313038			3.698751211	8.34501577	1.049455762	1.322960854	8.183458091		3.365991354	0.014730503	0.049236633	0.100930177	3.281527758	0.438115776	0.306670099	0.098962329	2.096549273
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.795484781	8.63102291	0.311872631		8.332445858	0.056117419	8.200065226		8.672696986	3.388038397			1.586204171	1.3025149109999998	3.065923214	3.102253437	0.00275075	0.020938473	0.127121404	3.382384539	0.8826886420000001	1.509266496	0.054496005	1.776762247
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.073130772	8.044074396000001	0.208542764	0.052935768	5.03568697	0.016598221							0.355375916	4.426972389		8.020359801		0.014623148999999997	0.096932352	8.069968231	1.118497014	8.491278875	0.008192105	2.26429987
K029AX_SKIN	0.045011476	8.573261535		0.151669219		0.279547036			6.970349312000001	5.4846634860000005	6.32303524	0.015809378	0.270012408	7.823853016	8.130042375	0.34965807200000004		0.045981128	0.235321194		8.254008508	3.093776464	0.5242363210000001	7.917644501
KALS1_CENTRAL_NERVOUS_SYSTEM	0.058672283		1.469589949	8.2340064		0.149355695		2.695747137		6.307493687000001		1.49147439				4.453267574	0.010822855	0.095036663	0.183658823		2.467201948	2.369033575	0.225181267	
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.193676919	8.355035277		1.210710287				8.470375607000001				0.203046679	8.739793042	2.222860575	2.773237228		0.020004002	0.055575438	9.018479976		0.139101535	0.141954929	0.663064539	
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.102951385	3.286682367	0.431350231	0.005511086		0.166905075	4.313801765							3.177840948	6.384061813		0.022759313	0.028172223	0.81245178		3.823832512	3.348681688	0.086766914	
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.522316515	0.427993447		0.065416932		2.130378485	1.66750586				8.067756937	0.020401387	0.392384529	8.364242705	2.561298847		0.002542614	0.023012344	8.940084521000001		0.472459376	0.02982147	1.132837176	
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.01727682	8.537339287	0.377973914	0.002542614	0.700849533	0.039958712	8.466555558			3.082498312	8.687600625	0.003194017	1.5621272330000002	3.5406641960000003	8.792463671		0.002542614	0.008078864	0.911007404	8.657436333	0.991944015	2.900593519	0.044752706	
KCIMOH1_PANCREAS	0.11805778	1.585386395	1.932040572	1.164850473	1.088992715				9.086963244			0.204451665		3.927886248				0.063346863			1.520969868	8.127094195	8.80206945	2.465886116
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.116775215	8.692699334	0.520216286	0.141707614	1.342782497	0.127645299	8.401183411	2.540166855	8.497634687	0.010807797	2.226713657	0.029868389	3.883752584	1.266806006	2.790223837	8.098471191	0.00552177	0.013724361	8.144724845	3.399511576	1.931789517	9.014178829	0.074209921	1.803277016
KE39_STOMACH	0.113207169	8.343189784	3.439484358		8.022922601		8.255645859		8.568080669	3.30158329		8.945653331	1.079636931	3.39657259			0.006298833	0.054510903	5.253421783		1.139266372	8.084798221	9.116280654	1.5856087209999998
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.13709870000000002	8.506781972999999	3.5227787489999995		8.759354042	0.02652204	7.677966595		8.464283822		3.163783312		8.542872683999999	7.945418835		8.242034372		0.009120396	0.21552779	3.544929266	1.615826368	1.394162655	0.050143581	
KELLY_AUTONOMIC_GANGLIA	1.991230845											1.084522486					0.101594463	0.031576786			0.313179195		0.122734457	
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE				0.597613811													0.108431116	0.018351264	0.386663944		0.6896329520000001	0.328285962	0.248390362	0.777249634
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.120064072	0.221845523	8.428009117	0.08282598099999999	4.960442543	0.057680603	8.797521786		0.19440411		3.395208597	0.002542614	0.142129675	4.224811077	3.3252863880000003			0.015634071	3.0210447310000004	3.038037062	0.08978923400000001		0.041499104	2.81491518
KLE_ENDOMETRIUM						0.681990504												0.062433776					9.123791081	2.164593935
KMBC2_URINARY_TRACT	0.063914657	8.537094397999999		1.653790593	8.161505438999999	0.845620215		2.040552855	5.630817413			1.458437562	6.72227335				0.029661015	0.051689681	8.89764683			8.739519625	0.964003325	3.806097269
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.17430095399999998	0.874251008	1.176314712	0.061245881	6.723270893	0.185490265	8.556895692000001		2.791263103	8.028491872		0.102228098	8.68429744	2.93935442			0.002542614	0.018676354	1.77353406	2.665688992	0.49919647	2.383431911	0.187842444	2.951454639
KMRC1_KIDNEY	0.230306476	0.560464382	3.620013237		8.608978342	0.384303451			1.16283381	1.114308	7.3379578589999985	0.003694395	8.38674897	8.01599692	7.998670101		0.078431025	0.15130986300000002	0.203730911		7.999233246	1.0227772	0.915997446	1.717279077
KMRC2_KIDNEY	0.584067166		0.20754604			0.988001287			3.698777676	8.50136868		5.370524883					0.008518231999999999	0.039032817	0.157997981		8.614345598	0.905620337	8.676897856	9.105635131
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.031390667000000004	0.236332193				0.345224112	8.18962267		8.57778128	8.375004936		8.029185867	0.431569993	5.526027203	2.473711967		0.00343226	0.016241467	0.549382746	8.574651957999999	0.186281607	0.369588643	0.705654025	2.625664473
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.101396866													2.749000788			0.002588813	0.009961098			1.425675988		0.220426723	
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.242981821	0.652454138				0.083523363	8.049298932000001	3.608749151	8.099663969	8.827539333999999	0.632709026	8.079351191	1.327086568	3.204299927	8.122510432999999		0.003898884	0.003713503	0.180637583	8.115466405	0.781334579	8.651949317	0.06680975900000001	2.3715953830000003
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.15605475	0.348240137				0.037083633	0.96281606		8.424238161	3.831058264			0.498377115	8.646239895	2.231092691		0.019567162	0.014925301		3.622434378	0.24901256	8.748417141000001	0.060237791	
KNS42_CENTRAL_NERVOUS_SYSTEM	0.099886522	1.323907375				0.426467031							8.595475236	6.211358547000001			0.002542614	0.188003287	0.856603682		8.428054696	2.496872425	0.35994786	8.314232838999999
KNS60_CENTRAL_NERVOUS_SYSTEM	0.052857235	8.767682473999999				0.346815139	6.833752155	0.159046277		8.296111221		0.048651855	0.518169463	7.315686703			0.005421062	0.039572071	0.438900262		8.094935064	1.874979138	0.106360927	8.019257388
KNS62_LUNG	0.711982965	0.740666747		0.942772448					3.775160074			8.021710697					0.109460443	0.10497459	1.880427957			3.169487	8.769383942000001	
KNS81_CENTRAL_NERVOUS_SYSTEM	0.141654119	1.765342355	0.899059713	0.190897599		0.14656920699999998			1.231710911	2.942981482	8.206395062999999	0.009502687	0.205330342	3.645155668			0.029823666	0.113037825	0.593533933	3.193229914	2.669586897	0.740429223	0.416498423	1.38785851
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.56580466			0.028687166	8.034002126	0.097386748				1.5626277919999998		0.002542614	0.294655979	2.062067747			0.022052443	0.015660262	0.147443458		1.296673179	1.153526187	0.05642071	
KP2_PANCREAS	0.034120467	2.79756546	1.591854215	0.13645979800000002		8.080310369			8.365629093999999	8.259091809		0.003163223		4.202798843			0.01218222	0.051915482	8.138906353	7.802056789	2.521342754	8.24434376	2.12180829	
KP3_PANCREAS	0.145422176	2.521205187	2.56905055	3.087965727	8.561102972999999	2.144973755		8.175230494			1.066659451	0.164938852	0.626954675	3.0099053380000003		2.9926297660000003	0.027452054	0.156341434	0.744646788	4.960263728999999	1.416964769	7.933908463	0.667805254	8.006771847000001
KP4_PANCREAS	0.056281913	8.520601836	0.319135606	0.141189024	3.964049101	0.249485984	8.017782322999999		3.50770998	3.1061756610000004		8.139096496	0.683596075	0.876121163	0.883188248		0.007389428000000002	0.061361935	8.818717837000001	3.143179417	1.547248125	9.002234057	0.634436965	8.122249649
KPNSI9S_AUTONOMIC_GANGLIA	0.082486682	0.717958808	8.228010159	0.148042455		0.039266922	4.257098675		8.672548396	8.588520212999999	2.495099783	0.002542614	0.514721274	3.268068552	0.917449415	3.489583969	0.002542614	0.031908661	0.379749537	4.2375626560000015	0.8327075840000001	8.713119659	0.009454514	3.682341576
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.136492729		0.472111225	0.140538454	3.984972715	0.4308481220000001			8.165737698	0.015693095		0.053660139	8.726435007000001	2.000086546			0.008656399	0.029047225	1.094779253			2.334494114	0.304776311	0.477611065
KURAMOCHI_OVARY		8.149121531	0.189948633		4.751506329	1.904283881			0.135780931	1.822841644		0.002542614			3.216172695		0.002542614	0.134789899	2.275093794		2.419400215	0.99558121	1.034542322	1.445745945
KYM1_SOFT_TISSUE	0.083218895	8.191652245		2.674337626				0.086766496			5.545699596	0.948015451					0.010440577	0.007767804					0.419412136	
KYSE140_OESOPHAGUS	0.6859120129999999	1.766553283	1.175536394	1.4884700780000002	0.4355058670000001				0.500889182			8.414278494				8.634032347		0.071871303		7.414515017999999	8.472711718	0.6989705559999999		1.104251266
KYSE150_OESOPHAGUS	0.070753358	3.028751373	8.429085041		2.182477951				2.096794605			1.096879005					0.014795695	0.16669520699999998	2.298533916		4.013441563	2.915581703	8.61928541	8.205478006
KYSE180_OESOPHAGUS	0.078485474	8.368660116000001	1.242175221		1.0483478309999998				0.482794255			8.013826364				8.309860853		0.087300099		7.98085165	2.004482031	8.771530421	0.7803424	1.959893942
KYSE30_OESOPHAGUS	0.78889209	8.102408221000001	8.245557304	0.141638041	0.196845695	0.668748796			8.599172857000001	8.69731493		0.043559879		3.313858032		3.180639505	0.00794831	0.107799843	3.112981558	6.6256814	2.188568354	2.745054483	0.564778268	0.8545817729999999
KYSE410_OESOPHAGUS	0.256322473	8.727207852000001	0.3075298		4.46668911				0.7022765000000001	8.720007676		7.880403500000001					0.024938613	0.011089216	2.143572092		7.631172657	8.88390838	3.459302902	8.0
KYSE450_OESOPHAGUS	0.7008460759999999	1.653412104	2.563591003		0.696187854				1.7266262769999998			8.290789615					0.016289281	0.160592213				8.852644487000001	8.477012247000001	1.7995760440000002
KYSE510_OESOPHAGUS	0.170953944	8.867696216							8.404596466000001							2.873656511		0.138774827		8.584219066000001	8.518701289	8.713160942	0.075986922	
KYSE520_OESOPHAGUS	0.073731884	2.619953871	3.816547394	8.039360987	0.399792582	1.411844492		2.161514997	4.532172203	8.700853712999999		8.573117326		5.05964613			0.005902303	0.08333571299999999	8.112124407	7.228210449	2.771141291	9.424680846000001	4.223208427	1.96701777
KYSE70_OESOPHAGUS	0.044722799	1.256195068	8.692977263	0.002542614	3.321890354				0.5583469870000001			0.002542614					0.006693674	0.044755276		7.5399408339999985	3.126843929	0.8346535559999999	8.648950337999999	2.173387289
L33_PANCREAS	0.047479793			2.8490095	8.0	0.072925001			1.7726886000000002			8.0		3.4024868			0.002542614	0.055823676	0.9999135	7.34512	2.65017724	8.963028538	0.253572464	1.9110998
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.021598894	0.393856436	8.457898903			0.053164687	5.177479267	0.036405455	8.125175171	8.078594601			0.803730547	3.185992956	9.138195133		0.003956287	0.002888351	0.162201077	8.052586873	0.143580243		0.016506363	1.537327051
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.081503272	8.362116058			8.154958944	0.350514859			8.028615297	8.378164416			1.783972383	3.45660758		3.235692739	0.100718856	0.05792563	0.163487434	5.621517657999999	2.9953820710000003	4.662645817	0.34637236600000004	
LC1SQSF_LUNG	0.184551194	1.158518553	2.298612833	0.945120811	0.241958484			3.246057272					4.035006523				0.027189029	0.145489857	8.73587311		1.549853086	8.988462705	8.481849368999999	3.1650633810000004
LCLC103H_LUNG	8.512794803	8.97948292				1.019166231						0.002542614					0.024391761	0.100901924	8.657416771	4.425852299	7.561956882	2.270685434	0.8738782409999999	
LN18_CENTRAL_NERVOUS_SYSTEM	0.064770378	8.356410242				0.667308331			9.512126693999999					2.371651411	5.6161217689999985		0.06588871	0.056463253	0.23798801			1.560399771	0.367813945	
LN229_CENTRAL_NERVOUS_SYSTEM	0.046719469000000007	8.930816644	8.050437332000001	0.145130962	8.855284236000001		7.501851082000001		2.283804893	8.694676116	8.559407562	8.633705512999999	1.48233211	8.104030865			0.017079864	0.061690632	0.93961817	8.102289522000001	1.994626403	1.340821385	8.645017355	2.490839005
LOUNH91_LUNG	0.015238421		0.32519415		8.403948086	0.041087404								2.914171457			0.008317675	0.13809225	0.148545161		2.288414955		0.355527461	
LOXIMVI_SKIN	0.186254472	8.678880332	1.690775633	0.17217716600000002							3.1525366310000003	8.923612147		3.3579666610000003		1.317177534	0.002542614	0.068355478	2.271756411	3.934700966	5.078281403	8.491043766	0.10522493	
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.29519617600000003	0.111462995				2.127597809				1.275990963			0.002542614				0.468396187	0.008090958					0.972021997	
LS123_LARGE_INTESTINE	0.220570996	9.178230673	3.013163567	0.35986369799999995	0.8167848590000001					8.54671183		0.015350724		7.708224772999999			0.07187251	0.046612415	9.326990719		8.890914197		8.640987637	4.993937969
LS411N_LARGE_INTESTINE	0.078610569	8.200873171		0.14542429099999998								0.005855605		3.496265888		0.7980081440000001	0.003219193	0.032660805	1.688379049		2.34105587	4.787508011	0.535409987	
LS513_LARGE_INTESTINE	0.019685648	0.235538274		0.6069649460000001		0.060192246			8.966962096	0.824943781		0.002542614	9.118967956	8.061217995			0.002542614	0.061920285			0.044141453			0.197894588
LU99_LUNG	0.056266502	2.385369301	2.088111877	0.339527905	8.740283209	0.036037888	8.567593792		3.347718954	2.869487524	8.543284961	0.072833478	1.0008127690000002	2.919942617		2.227716208	0.002542614	0.065849088	0.21412909	5.272282124	1.042403221	0.825717568	0.054460700999999986	6.443815231
LUDLU1_LUNG	0.042109817		8.275049141	0.002671892	0.33664727200000005					2.689198732			0.739751935	8.745860557		8.314210126	0.002542614	0.040015548	0.350615501		0.889362276	8.813598304	0.041760042	1.016152978
MALME3M_SKIN	0.069563471	8.715344684		0.052478261	7.80415535	5.601092815		1.106607437	8.10332394	3.901403666		0.006325447	0.714372873	3.564263582		0.27633428600000004	0.006868892	0.043364551	0.358453423	8.348484871	0.310532212	3.102227211	8.192553143	8.036140812000001
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.765346348										4.138118267		8.012317667000001				0.012689768999999998	0.103635818					0.13755556900000002	
MCAS_OVARY	0.10287384	8.668376571	1.546672344	9.146393092		0.537313581		4.545028687	8.033557123	9.580913285		2.0125227		4.2533455			0.007130012	0.08547977	7.56007576		2.918482304	8.780629784	2.6664438	4.214887
MCF7_BREAST		1.0597321990000002				0.420637161			8.974668058999999								0.018153984				0.361564428	7.465579032999999	0.39218539	
MDAMB157_BREAST		2.88415885	0.212595552				0.011405895	0.005420263000000001						1.41736269			0.006675275	0.077617005	0.843292832	5.865414143		2.597872019	0.17989839600000002	2.7233634
